X,Y
440.96916299559473,0.15892797319933
440.96916299559473,0.1591959798994975
439.647577092511,0.15946398659966501
439.647577092511,0.16
443.61233480176213,0.16
443.61233480176213,0.15892797319933
516.2995594713657,0.15329983249581242
516.2995594713657,0.1538358458961474
517.6211453744494,0.15410385259631493
520.2643171806168,0.15410385259631493
520.2643171806168,0.15329983249581242
450.22026431718064,0.15329983249581242
450.22026431718064,0.15410385259631493
452.86343612334804,0.15410385259631493
452.86343612334804,0.15329983249581242
400.0,0.1530318257956449
400.0,0.1535678391959799
402.6431718061674,0.1535678391959799
402.6431718061674,0.1530318257956449
484.58149779735686,0.1519597989949749
484.58149779735686,0.1530318257956449
483.25991189427316,0.15329983249581242
480.61674008810576,0.15329983249581242
480.61674008810576,0.15490787269681744
483.25991189427316,0.15490787269681744
483.25991189427316,0.15437185929648242
484.58149779735686,0.15410385259631493
484.58149779735686,0.15329983249581242
485.90308370044056,0.1530318257956449
488.54625550660796,0.1530318257956449
488.54625550660796,0.1519597989949749
550.6607929515419,0.1516917922948074
550.6607929515419,0.1524958123953099
553.3039647577093,0.1524958123953099
553.3039647577093,0.1516917922948074
511.0132158590308,0.1516917922948074
511.0132158590308,0.1524958123953099
516.2995594713657,0.1524958123953099
516.2995594713657,0.1516917922948074
504.4052863436124,0.15142378559463987
504.4052863436124,0.1524958123953099
507.0484581497797,0.1524958123953099
507.0484581497797,0.15142378559463987
459.47136563876654,0.15142378559463987
459.47136563876654,0.1524958123953099
460.79295154185024,0.1524958123953099
462.11453744493394,0.1527638190954774
462.11453744493394,0.1530318257956449
464.75770925110135,0.1530318257956449
466.07929515418505,0.1527638190954774
466.07929515418505,0.15222780569514238
464.75770925110135,0.15222780569514238
462.11453744493394,0.1516917922948074
462.11453744493394,0.15142378559463987
526.8722466960353,0.15115577889447238
526.8722466960353,0.1519597989949749
529.5154185022027,0.1519597989949749
529.5154185022027,0.15115577889447238
467.40088105726875,0.15088777219430488
467.40088105726875,0.1516917922948074
470.04405286343615,0.1516917922948074
470.04405286343615,0.15088777219430488
508.3700440528634,0.14981574539363485
508.3700440528634,0.15088777219430488
511.0132158590308,0.15088777219430488
511.0132158590308,0.14981574539363485
477.97356828193836,0.14820770519262982
476.65198237885465,0.14847571189279735
475.33039647577095,0.14847571189279735
475.33039647577095,0.14954773869346735
480.61674008810576,0.14954773869346735
480.61674008810576,0.14820770519262982
499.11894273127757,0.14793969849246233
499.11894273127757,0.15008375209380237
503.0837004405287,0.15008375209380237
503.0837004405287,0.14927973199329986
501.762114537445,0.14901172529313234
501.762114537445,0.14793969849246233
534.8017621145375,0.1474036850921273
534.8017621145375,0.14874371859296484
536.1233480176211,0.14874371859296484
538.7665198237885,0.14927973199329986
541.4096916299559,0.14927973199329986
541.4096916299559,0.14820770519262982
538.7665198237885,0.14820770519262982
537.4449339207049,0.14793969849246233
537.4449339207049,0.1474036850921273
522.9074889867842,0.1468676716917923
522.9074889867842,0.14927973199329986
525.5506607929516,0.14927973199329986
525.5506607929516,0.1468676716917923
489.86784140969166,0.14606365159128978
489.86784140969166,0.1476716917922948
492.51101321585907,0.1476716917922948
492.51101321585907,0.14606365159128978
544.0528634361233,0.14418760469011727
544.0528634361233,0.14472361809045228
542.7312775330397,0.14499162479061978
542.7312775330397,0.1455276381909548
546.6960352422907,0.1455276381909548
546.6960352422907,0.14418760469011727
471.36563876651985,0.14418760469011727
471.36563876651985,0.1474036850921273
475.33039647577095,0.1474036850921273
475.33039647577095,0.1457956448911223
474.00881057268725,0.1455276381909548
474.00881057268725,0.14418760469011727
616.7400881057268,0.14204355108877723
616.7400881057268,0.14311557788944726
619.3832599118942,0.14311557788944726
619.3832599118942,0.14204355108877723
562.5550660792951,0.14097152428810722
562.5550660792951,0.14284757118927974
565.1982378854625,0.14284757118927974
565.1982378854625,0.14257956448911224
566.5198237885463,0.14231155778894475
567.8414096916299,0.14231155778894475
567.8414096916299,0.14097152428810722
611.4537444933922,0.1407035175879397
611.4537444933922,0.14123953098827471
615.4185022026431,0.14123953098827471
615.4185022026431,0.1407035175879397
619.3832599118942,0.1401675041876047
619.3832599118942,0.1407035175879397
622.0264317180616,0.1407035175879397
622.0264317180616,0.1401675041876047
559.9118942731277,0.13748743718592965
558.5903083700441,0.13775544388609717
558.5903083700441,0.1401675041876047
562.5550660792951,0.1401675041876047
562.5550660792951,0.13748743718592965
631.2775330396476,0.1331993299832496
631.2775330396476,0.13534338358458964
632.5991189427313,0.13534338358458964
633.920704845815,0.13561139028475713
633.920704845815,0.13695142378559466
635.2422907488987,0.13721943048576216
635.2422907488987,0.13802345058626467
637.885462555066,0.13802345058626467
637.885462555066,0.13561139028475713
635.2422907488987,0.13561139028475713
633.920704845815,0.13534338358458964
633.920704845815,0.1331993299832496
604.8458149779735,0.13293132328308208
604.8458149779735,0.13453936348408713
607.4889867841409,0.13453936348408713
